Sample ID	Project ID	Continent of Geolocation	Country of Geolocation	Country-level Human Development Index	Industrialization	Host Sex	Host Age Category	Host Age Decade	Host Age	Age Detail Level	Total Observed Features	Am Prevalence	Ecm Prevalence	Lichenized Prevalence	Plantpathogens Prevalence	Macrofungi Prevalence	Nonresident Prevalence	Am Abundance	Ecm Abundance	Lichenized Abundance	Plantpathogens Abundance	Macrofungi Abundance	Nonresident Abundance	Am Observed Features	Ecm Observed Features	Lichenized Observed Features	Plantpathogens Observed Features	Macrofungi Observed Features	Nonresident Observed Features
SRR14200638	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	11	False	False	False	True	False	True	0.0	0.0	0.0	80.0	0.0	28.0	0	0	0	2	0	1
SRR14200639	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	11	False	False	False	True	False	False	0.0	0.0	0.0	43.0	0.0	0.0	0	0	0	2	0	0
SRR14200641	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	11	False	False	False	True	True	True	0.0	0.0	0.0	12.0	10.0	10.0	0	0	0	1	1	1
SRR14200642	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	9	False	False	False	False	True	True	0.0	0.0	0.0	0.0	5.0	5.0	0	0	0	0	1	1
SRR14200643	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	8	False	False	False	True	True	True	0.0	0.0	0.0	6.0	1659.0	1659.0	0	0	0	1	1	1
SRR14200644	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	9	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200645	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	8	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200646	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200648	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	14	False	False	False	True	True	True	0.0	0.0	0.0	29.0	2.0	2.0	0	0	0	2	1	1
SRR14200650	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	11	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200679	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	8	False	False	False	True	True	True	0.0	0.0	0.0	4.0	2.0	2.0	0	0	0	1	1	1
SRR14200684	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	15	False	False	False	True	False	False	0.0	0.0	0.0	153.0	0.0	0.0	0	0	0	1	0	0
SRR14200688	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	6	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200691	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	8	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200693	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	10	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200697	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	8	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200699	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	8	False	False	False	True	True	True	0.0	0.0	0.0	2.0	4.0	4.0	0	0	0	1	1	1
SRR14200701	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	8	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200703	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	8	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200706	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	7	False	False	False	True	False	False	0.0	0.0	0.0	1.0	0.0	0.0	0	0	0	1	0	0
SRR14200707	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	6	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200709	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	10	False	False	False	True	False	False	0.0	0.0	0.0	13.0	0.0	0.0	0	0	0	1	0	0
SRR14200710	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	7	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200711	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	6	False	False	False	True	False	False	0.0	0.0	0.0	12.0	0.0	0.0	0	0	0	1	0	0
SRR14200714	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	12	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200716	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	6	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200718	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	8	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200719	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	10	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200720	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	9	False	False	False	True	False	False	0.0	0.0	0.0	3.0	0.0	0.0	0	0	0	1	0	0
SRR14200724	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	6	False	False	False	True	True	True	0.0	0.0	0.0	674.0	2.0	2.0	0	0	0	1	1	1
SRR14200726	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	4	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200731	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	12	False	False	False	True	False	False	0.0	0.0	0.0	22.0	0.0	0.0	0	0	0	1	0	0
SRR14200741	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	4	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200743	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	7	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200745	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	10	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200747	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	12	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200748	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	7	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200750	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	7	False	False	False	True	False	False	0.0	0.0	0.0	115.0	0.0	0.0	0	0	0	2	0	0
SRR14200751	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	11	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200753	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	12	False	False	False	True	False	False	0.0	0.0	0.0	7.0	0.0	0.0	0	0	0	2	0	0
SRR14200754	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	8	False	False	False	True	False	False	0.0	0.0	0.0	2.0	0.0	0.0	0	0	0	1	0	0
SRR14200756	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	8	False	False	False	True	False	False	0.0	0.0	0.0	1.0	0.0	0.0	0	0	0	1	0	0
SRR14200758	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	8	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200759	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	6	False	False	False	True	False	True	0.0	0.0	0.0	154.0	0.0	154.0	0	0	0	1	0	1
SRR14200760	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	3	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200762	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	10	False	False	False	True	False	False	0.0	0.0	0.0	7.0	0.0	0.0	0	0	0	2	0	0
SRR14200763	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	9	False	False	False	True	False	True	0.0	0.0	0.0	58.0	0.0	17.0	0	0	0	2	0	1
SRR14200764	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200765	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	8	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200766	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	5	False	False	False	True	False	False	0.0	0.0	0.0	21.0	0.0	0.0	0	0	0	1	0	0
SRR14200767	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	4	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200768	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	18	False	False	False	True	False	False	0.0	0.0	0.0	1.0	0.0	0.0	0	0	0	1	0	0
SRR14200769	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	8	False	False	False	True	False	False	0.0	0.0	0.0	2.0	0.0	0.0	0	0	0	1	0	0
SRR14200770	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	8	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200771	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	10	False	False	False	True	False	False	0.0	0.0	0.0	8.0	0.0	0.0	0	0	0	1	0	0
SRR14200772	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200773	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	10	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200774	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	12	False	False	False	True	False	False	0.0	0.0	0.0	3.0	0.0	0.0	0	0	0	1	0	0
SRR14200775	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200776	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	7	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200777	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200778	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	4	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200779	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	13	False	False	False	True	False	False	0.0	0.0	0.0	2182.0	0.0	0.0	0	0	0	1	0	0
SRR14200780	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	10	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200781	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	10	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200782	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	6	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200783	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200784	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	12	False	False	False	True	True	True	0.0	0.0	0.0	123.0	2.0	2.0	0	0	0	1	1	1
SRR14200785	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	11	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200786	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	9	False	False	False	True	False	False	0.0	0.0	0.0	15.0	0.0	0.0	0	0	0	1	0	0
SRR14200787	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	12	False	False	False	True	False	False	0.0	0.0	0.0	8.0	0.0	0.0	0	0	0	2	0	0
SRR14200788	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	7	False	True	False	False	True	True	0.0	13.0	0.0	0.0	13.0	13.0	0	1	0	0	1	1
SRR14200789	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200790	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	9	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200791	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	9	False	False	False	True	False	False	0.0	0.0	0.0	5.0	0.0	0.0	0	0	0	2	0	0
SRR14200792	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	7	False	False	False	True	False	False	0.0	0.0	0.0	2.0	0.0	0.0	0	0	0	1	0	0
SRR14200793	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200794	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	6	False	False	False	False	True	True	0.0	0.0	0.0	0.0	10.0	10.0	0	0	0	0	1	1
SRR14200795	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	10	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200796	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	5	False	False	False	True	False	False	0.0	0.0	0.0	1.0	0.0	0.0	0	0	0	1	0	0
SRR14200797	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	9	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200798	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	3	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200799	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200800	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	22	False	True	False	False	True	True	0.0	39.0	0.0	0.0	41.0	41.0	0	3	0	0	4	4
SRR14200802	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	6	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200803	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	2	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200805	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	12	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200806	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	6	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200807	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	8	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200808	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	6	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200809	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	11	False	False	False	True	False	False	0.0	0.0	0.0	14.0	0.0	0.0	0	0	0	1	0	0
SRR14200810	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	15	False	False	False	True	False	False	0.0	0.0	0.0	74.0	0.0	0.0	0	0	0	2	0	0
SRR14200811	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	6	False	False	False	True	False	False	0.0	0.0	0.0	1036.0	0.0	0.0	0	0	0	1	0	0
SRR14200821	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	7	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200825	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	12	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200828	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	6	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200830	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	6	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200831	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	3	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200833	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200834	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	8	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200862	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	11	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200863	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	4	False	False	False	True	False	False	0.0	0.0	0.0	2.0	0.0	0.0	0	0	0	1	0	0
SRR14200864	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	6	False	False	False	False	True	True	0.0	0.0	0.0	0.0	5.0	5.0	0	0	0	0	1	1
SRR14200867	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	6	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200869	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	4	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200870	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	3	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200871	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	8	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200874	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	3	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200876	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	6	False	False	False	True	False	False	0.0	0.0	0.0	9.0	0.0	0.0	0	0	0	1	0	0
SRR14200882	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	9	False	True	False	False	True	True	0.0	10.0	0.0	0.0	10.0	10.0	0	1	0	0	1	1
SRR14200884	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200885	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	4	False	False	False	True	False	False	0.0	0.0	0.0	7.0	0.0	0.0	0	0	0	1	0	0
SRR14200887	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	7	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200888	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	4	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200893	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	8	False	False	False	True	False	False	0.0	0.0	0.0	1.0	0.0	0.0	0	0	0	1	0	0
SRR14200894	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200895	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200896	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14200897	PRJNA703732	Europe	Belgium	0.942	Industrialized	unknown	unknown	unknown	unknown	L1	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR17008342	PRJNA703732	Americas	United States of America	0.927	Industrialized	male	adult	50s	58	L5	15	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR17008344	PRJNA703732	Americas	United States of America	0.927	Industrialized	male	adult	60s	63	L5	8	False	False	False	True	False	False	0.0	0.0	0.0	4.0	0.0	0.0	0	0	0	1	0	0
SRR17008392	PRJNA703732	Americas	United States of America	0.927	Industrialized	male	elderly	60s	67	L5	10	False	False	False	True	False	False	0.0	0.0	0.0	3.0	0.0	0.0	0	0	0	1	0	0
SRR17008414	PRJNA703732	Americas	United States of America	0.927	Industrialized	male	adult	50s	51	L5	5	False	False	False	False	False	False	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0
SRR14028345	PRJNA715947	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L1	34	False	False	False	True	False	False	0.0	0.0	0.0	71.0	0.0	0.0	0	0	0	3	0	0
SRR14028346	PRJNA715947	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L1	46	False	False	False	True	True	True	0.0	0.0	0.0	882.0	1.0	1.0	0	0	0	8	1	1
SRR14028347	PRJNA715947	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L1	27	False	False	False	True	False	False	0.0	0.0	0.0	60.0	0.0	0.0	0	0	0	4	0	0
SRR14028348	PRJNA715947	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L1	22	False	False	False	True	True	True	0.0	0.0	0.0	37.0	6.0	6.0	0	0	0	4	2	2
SRR14028349	PRJNA715947	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L1	44	False	False	True	True	True	True	0.0	0.0	9.0	70.0	9.0	13.0	0	0	1	9	1	4
SRR14028350	PRJNA715947	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L1	55	False	False	False	True	False	True	0.0	0.0	0.0	51.0	0.0	28.0	0	0	0	9	0	2
SRR14028351	PRJNA715947	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L1	60	False	False	False	True	True	True	0.0	0.0	0.0	83.0	11.0	14.0	0	0	0	9	4	5
SRR14028352	PRJNA715947	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L1	46	False	False	False	True	True	True	0.0	0.0	0.0	79.0	3.0	3.0	0	0	0	6	1	1
SRR14028353	PRJNA715947	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L1	38	False	False	False	True	True	True	0.0	0.0	0.0	28.0	1.0	1.0	0	0	0	3	1	1
SRR14028354	PRJNA715947	Asia	China	0.788	Industrialized	unknown	unknown	unknown	unknown	L1	32	False	False	False	True	True	True	0.0	0.0	0.0	433.0	22.0	22.0	0	0	0	6	1	1
